trade_date,close_to_close,parkinson,garman_klass,rogers_satchell,yang_zhang
2005-01-07,0.11651072160623964,0.3054402219016589,0.2681284730017609,0.24301166999178583,0.2600043104081511
2005-01-14,0.16084375067116455,0.23687337962367322,0.22902063484846683,0.22573917217778097,0.2718685260164869
2005-01-21,0.11285860645906864,0.19655647426314643,0.1652355567728578,0.15510184661561469,0.18316276875952725
2005-01-28,0.11811127887836181,0.23410837266512577,0.2120216182210412,0.2021882266042453,0.2227458408468573
2005-02-04,0.08389805131751067,0.21028991409225842,0.20435678793667045,0.202257416986054,0.2225977964559541
2005-02-11,0.11830424680047884,0.25335841961086714,0.24269609043858412,0.2424575323323556,0.25076481416109636
2005-02-18,0.11184692241723736,0.22268877719727811,0.23389707058620898,0.24054473519533384,0.2423243237213187
2005-02-25,0.15063047124322518,0.25114888907838995,0.2394028681543919,0.24191065136681159,0.2559511864695079
2005-03-04,0.15382861781164342,0.273259850833857,0.24800391436222194,0.229868078445428,0.24844696351460463
2005-03-11,0.0863665296765084,0.23194487566528718,0.20551770655125376,0.19597851793035392,0.20025085371829915
2005-03-18,0.10537789473748518,0.2420637623711259,0.23862775044982937,0.24701141763273549,0.263454957955942
2005-03-24,0.10065749627162787,0.2083926145468292,0.1957772131546028,0.18545194465431258,0.20622399117056373
2005-04-01,0.16311478249336336,0.26583301274342386,0.20700577462952577,0.16660554270909858,0.2115802440608523
2005-04-08,0.16287336846078387,0.2507767991276252,0.24683590519971246,0.24639769326576516,0.2791614304449725
2005-04-15,0.07070112027902593,0.24915793529671848,0.26271605370640216,0.28423981354445865,0.28695399247493447
2005-04-22,0.15454628714993324,0.40528784482535146,0.3636018266141976,0.3472543614464341,0.3702460672737599
2005-04-29,0.1390953465539374,0.26153831482836293,0.2662338155372198,0.270775325021476,0.2904756377280337
2005-05-06,0.08794540623939337,0.19491072589142636,0.1856990793450492,0.19329699406093676,0.2108675444728044
2005-05-13,0.0996021750303597,0.2474517347573664,0.2613540313402674,0.26718511364481196,0.2645078682643378
2005-05-20,0.08553306286910371,0.34580398929563394,0.27725899110165636,0.2525853148314064,0.5173972384569031
2005-05-27,0.06585292138263794,0.17571483857957357,0.17209928901218485,0.16857140254115216,0.17652491895505742
2005-06-03,0.045555237133600275,0.14760003880286002,0.1541865670230108,0.15300563458030464,0.1505350196734468
2005-06-10,0.0655782960242011,0.1925470373908063,0.19882916175778087,0.20025654609635193,0.20417709568226053
2005-06-17,0.07574186057170096,0.2241108646280438,0.2313987062340032,0.23268709397390952,0.26985845563175115
2005-06-24,0.035882034301616815,0.16547849632607164,0.14866215554978304,0.14795536971906992,0.15706643185551536
2005-07-01,0.10157115184475768,0.16381856474515363,0.15910855765709556,0.16067020218612435,0.17412887805425928
2005-07-08,0.12237851864619163,0.22904123479244928,0.22199506347360556,0.21154889228389276,0.24679697900320746
2005-07-15,0.07413977790056536,0.1514153362400493,0.16811182765499966,0.1706821873862439,0.18085232333338494
2005-07-22,0.14989434834178667,0.19910528968908536,0.1741930614093123,0.16145468121121562,0.18719868376901466
2005-07-29,0.1279931162436365,0.1935638103254977,0.16811136547925176,0.15088660708873836,0.1757679756795529
2005-08-05,0.10853205433101319,0.1540408970346015,0.14667962954635594,0.13925558385405526,0.15422497497741616
2005-08-12,0.11433195322573078,0.20001657530634448,0.19184115046578168,0.19170345471187106,0.1985180073677745
2005-08-19,0.06925189131458981,0.20677809411601578,0.1768175697162165,0.15729568463160226,0.1917056238240207
2005-08-26,0.04829859190344389,0.17485834401819056,0.1785287737999996,0.17888455603673578,0.17590462380374083
2005-09-02,0.09293923770522478,0.2850597353960241,0.29473939364357105,0.30622021907861974,0.30767969966611725
2005-09-09,0.11108098981874891,0.2001993191923039,0.17249805788152028,0.15116518826286765,0.15989639862154406
2005-09-16,0.08723761496214175,0.18759934272688844,0.1777963768386402,0.1800711270264522,0.18107636532047733
2005-09-23,0.07161703840257204,0.22336629552484674,0.23558829744712148,0.24772228801502932,0.27025319910277507
2005-09-30,0.04911360676976321,0.20689316925059364,0.21279679480959204,0.21827189446531634,0.23245796770372396
2005-10-07,0.12894346741577642,0.49083072668522815,0.42320838595038995,0.3831521602819472,0.6196144492316638
2005-10-14,0.08796999917888058,0.41458447633244877,0.47164216674584586,0.5593257516990942,0.5324375515585034
2005-10-21,0.17577032114164612,0.3517544724698561,0.2696504148477754,0.21437893442999206,0.3014706961578768
2005-10-28,0.17854875834404746,0.25864254810326065,0.22209133801976066,0.21299491911573465,0.23892878267174728
2005-11-04,0.06263902901941105,0.4046023124502655,0.33701486922388263,0.29616379436799534,0.48662391003293565
2005-11-11,0.09420485723721239,0.18870752562605525,0.18376926236991661,0.19532297622469982,0.19841164673706033
2005-11-18,0.08458920898152457,0.18751308554867016,0.1903105735688458,0.1987814016099368,0.20528007082591282
2005-11-25,0.06145096934265052,0.1248570052502819,0.13724279925757094,0.1515776883420153,0.14796221637406112
2005-12-02,0.1297042581686524,0.19739683218747506,0.17622420050903445,0.1628188549654649,0.20928667559172273
2005-12-09,0.049496008831513394,0.14632080876477685,0.15868760641217736,0.1706086691779125,0.16691841024114973
2005-12-16,0.07314346318705442,0.2092393948221412,0.20444771480060364,0.21223476602684269,0.23381010477438569
2005-12-23,0.06417699171001433,0.188018245278914,0.19012194513647837,0.21471359022357056,0.2510306411455155
2005-12-30,0.055828863668151235,0.18579833163433707,0.1306414960770974,0.09279437232389241,0.13200076669643623
2006-01-06,0.10287035767661072,0.24153778564785344,0.2128223054408027,0.18849807901282978,0.23201961804117013
2006-01-13,0.05024417758454751,0.28992081172576384,0.25649626855679203,0.2405679036628191,0.38410130006949955
2006-01-20,0.16978518999559378,0.23346694896029088,0.19128458915068758,0.17075110187218717,0.20066158237715823
2006-01-27,0.10150780668064735,0.18939907034542183,0.18941945438470648,0.1889811626345232,0.19983746708158087
2006-02-03,0.08461791814017797,0.2741975851180069,0.24392229710619553,0.22028519176741257,0.3603987128920236
2006-02-10,0.12738292179635255,0.23714722190430645,0.23168932663784092,0.2431095948926643,0.25665065513739077
2006-02-17,0.0756123035957777,0.23229797796897245,0.2326318366362844,0.24430440664956643,0.39614369869706567
2006-02-24,0.09809082337701908,0.17394567888891155,0.1654817361978093,0.15291473080020412,0.159276231113973
2006-03-03,0.11929119257549686,0.19968851784196381,0.20428971521131453,0.2239418712709036,0.22348591230254014
2006-03-10,0.07885592886092246,0.18458295773012787,0.17954253311827825,0.1818244848082416,0.19990342455534627
2006-03-17,0.05440067978243115,0.14560929267456715,0.14086165766067313,0.1393236256956033,0.14461029296314115
2006-03-24,0.10505136027299808,0.17479700048043675,0.17787235666958315,0.18366452822257723,0.192327856419246
2006-03-31,0.07686502392351287,0.17597194092833424,0.19080684040987791,0.20305666090206587,0.23768048999110017
2006-04-07,0.08525358267645089,0.22768103234698742,0.21137387115851786,0.21026925724869464,0.22625825357367801
2006-04-13,0.11467178203061716,0.19772405208734967,0.19110504710951184,0.1994315066072809,0.21517932905504875
2006-04-21,0.12248095144110627,0.2144257095057316,0.21006358839759065,0.2120526381022601,0.2268038665562505
2006-04-28,0.10618614763423692,0.21924469551962986,0.20086567518083343,0.1854324705384265,0.1960882727734919
2006-05-05,0.1368523943003266,0.33236843193233095,0.2722736008480698,0.2327839238536313,0.4922568062141175
2006-05-12,0.04272348793834393,0.14120688142123716,0.15610117643237376,0.17108577071418607,0.16974551877728714
2006-05-19,0.15081976014414056,0.24138062609132743,0.23177454014314355,0.2355301829216267,0.24779556683429055
2006-05-26,0.0974621279299359,0.20411819800210287,0.22473373146953202,0.2510127514282536,0.24775666269383462
2006-06-02,0.18224736448729553,0.18514364227437757,0.17860937220755543,0.1771343212270439,0.18321732171436628
2006-06-09,0.13172495851648414,0.25210566952152713,0.27402863652664183,0.29674888910994307,0.2988309431425433
2006-06-16,0.13426854559378543,0.2549001554495113,0.25280023058245515,0.2573563137629614,0.27066158699131554
2006-06-23,0.08140158462594867,0.22293599064373296,0.22251566630374842,0.2198074086722997,0.2247317320160561
2006-06-30,0.1655645590663901,0.23104590520316276,0.24060182564382002,0.23944078421099904,0.27095626190937405
2006-07-07,0.030691681055363167,0.13861114745892616,0.14478199947391324,0.1563319844535699,0.14940260955325183
2006-07-14,0.0936563167421592,0.20338201779485424,0.2198606415857222,0.21598634098437672,0.22619623858522683
2006-07-21,0.15371369624312786,0.283728364803399,0.2610811783348419,0.25041989310321316,0.2594904465186722
2006-07-28,0.13900995423288764,0.25526282995906996,0.23233054731226424,0.22606791472933313,0.2488983110414651
2006-08-04,0.08736802276251815,0.16193996009513914,0.18152906118565218,0.19156508580149334,0.24929642785851747
2006-08-11,0.036141889167940665,0.16662056214777365,0.1765964007240891,0.17971186801119954,0.2328439940608763
2006-08-18,0.05741554402669413,0.14214036029609703,0.1494951765264314,0.1629378568176227,0.19575149243899967
2006-08-25,0.06146343429533533,0.12055087116437202,0.1251958970912842,0.12282345480494905,0.15589251312987934
2006-09-01,0.06205845857277843,0.140490795146847,0.14021807896180774,0.13699945479449038,0.13770051040140346
2006-09-08,0.1076266667847597,0.12841402224168663,0.12521483914026438,0.1220977147067785,0.14567218580088634
2006-09-15,0.09736781997373473,0.1577288272136454,0.14685343906584092,0.14221510250886515,0.1600782670850276
2006-09-22,0.0737770161436149,0.14478103478300383,0.14862733444502313,0.1522212035963182,0.15717038104300907
2006-09-29,0.036923208352571284,0.13850557857231802,0.15928772278286973,0.18706336536677126,0.19177182329285916
2006-10-06,0.0915122117899906,0.1810350640732101,0.16936566097363115,0.16469527449765028,0.18263972236243686
2006-10-13,0.06491798334188965,0.15368707015993688,0.15795162947747182,0.16658383014136902,0.175254697468993
2006-10-20,0.07595578101980903,0.15990437180568792,0.15279645174383244,0.1573227255289535,0.15959735793092208
2006-10-27,0.06893919835880737,0.1618769351387229,0.16990362244432802,0.19426154271161122,0.20343024415377528
2006-11-03,0.07989672488952107,0.2274906702454309,0.23372008808142933,0.2448160573840375,0.24648098404479205
2006-11-10,0.24202919502654488,0.3363943592300571,0.323252466417335,0.30686219022552824,0.3435387316190954
2006-11-17,0.03874665814784299,0.22813283348613428,0.2066148634355883,0.19539623112307278,0.19232570492890366
2006-11-24,0.042304036833984156,0.10266519127223257,0.10794575370404794,0.10705865650325898,0.13057035717451415
2006-12-01,0.08470691363504558,0.16678079513953695,0.176595733095288,0.1825554524358203,0.18319675837554267
2006-12-08,0.055325597528561456,0.1679887023016321,0.18423638061225328,0.19435206202522362,0.18834798527054797
2006-12-15,0.04342154225195211,0.1366647519322852,0.1568593795900989,0.17285212447047751,0.19107661597352119
2006-12-22,0.05880103189783935,0.152325466649354,0.14805860210074262,0.14509304320742758,0.1688831363531054
2006-12-29,0.05123651741086128,0.11147607676624555,0.1278393792073254,0.12877859435264322,0.14806019262474693
2007-01-05,0.13659241349974718,0.20847348794205742,0.22341505518968569,0.21892051251830955,0.22038915877269608
2007-01-12,0.07419115497952679,0.19281738225577158,0.18005908857742542,0.17634791246892725,0.19691242551479465
2007-01-19,0.036262197387693665,0.13646943358663693,0.15065665702503703,0.15668867876891449,0.15120094928851424
2007-01-26,0.09113437266021554,0.20931285246356998,0.22189889176716052,0.2206299529970817,0.2293590053218615
2007-02-02,0.07135363922961238,0.13405211006885193,0.14041920870371954,0.13839802619604571,0.14420693232270282
2007-02-09,0.029216786674371203,0.12293612540554419,0.12923630372714084,0.1336361773998588,0.132137796136737
2007-02-16,0.07689142546216876,0.11010928854714301,0.09749118793854965,0.0890610188203346,0.13043402883443497
2007-02-23,0.039302201697748625,0.09748840689983895,0.10063837065310711,0.10610403940541101,0.11272061474368866
2007-03-02,0.23441541632041227,0.4144390463669109,0.4197191611332965,0.4237157243267672,0.4396533276838762
2007-03-09,0.08995322911497358,0.2688452176303278,0.30996718307358284,0.34340874895901086,0.34267342174797705
2007-03-16,0.12888372895557143,0.22561466132107544,0.22232918310469266,0.2340483094278837,0.2417844670429764
2007-03-23,0.0917670610882153,0.33545891355969376,0.3609292762234588,0.3594486871098609,0.34830192133451665
2007-03-30,0.08283149876121818,0.2036245501294213,0.22569421679608076,0.2398144921692292,0.23471763609412122
2007-04-05,0.03569676046747248,0.15725201113466913,0.15256311355134072,0.14460426654604988,0.15361529449377595
2007-04-13,0.12627548624163065,0.2039050548508912,0.18588197893314984,0.1727800370244709,0.21536135956223793
2007-04-20,0.056396953649593996,0.16134106421898814,0.16424532366564912,0.1748061462310222,0.1953527523431206
2007-04-27,0.03706956584374026,0.19804033929886675,0.22986524087115576,0.2679593437259459,0.2532144412622299
2007-05-04,0.060269369750223255,0.19516171193352055,0.19612858047488194,0.20087775778327938,0.28248947795182994
2007-05-11,0.14377185441569593,0.20170043514338812,0.17035556711317654,0.15107689474224323,0.17734087902989668
2007-05-18,0.09550800631250232,0.14397385994394687,0.16268898048054808,0.19473830029141184,0.22244488248329256
2007-05-25,0.04511372986216828,0.13555351961054835,0.15299264701592852,0.16502319543306176,0.18380075978713004
2007-06-01,0.013405252820458093,0.10983369157694983,0.12847728071828074,0.1515663379307018,0.14548766757853313
2007-06-08,0.11283605620451734,0.23201771989029615,0.22122528923231155,0.21709979129075382,0.2480802792570238
2007-06-15,0.08840792929681474,0.22034353414847815,0.25439139696930957,0.31767776650183266,0.32960068352819405
2007-06-22,0.12333059888552034,0.26036293100861035,0.22373884686700288,0.20454507179571063,0.25295229165584604
2007-06-29,0.07428686113035844,0.2468696213156874,0.2683564434175641,0.2873262953263474,0.29097962089042684
2007-07-06,0.03926064557687889,0.2597154314117645,0.30027457401184365,0.33004112732243707,0.32207613128321444
2007-07-13,0.16541157047656777,0.22617803146589963,0.19083222306925676,0.16661716402284,0.19333118860769907
2007-07-20,0.06045795636616083,0.15738769936332958,0.17115135489537447,0.19106759262718143,0.18509762638100472
2007-07-27,0.21020199356272462,0.47088752029533315,0.48796874378787125,0.5019699838488632,0.5019360018324323
2007-08-03,0.19152808389432097,0.37637919976520495,0.30787144844815356,0.26450212119593036,0.3600929938301163
2007-08-10,0.264453133443726,0.3568469185569895,0.36064584577724307,0.366779782888227,0.3996306774034081
2007-08-17,0.07227841587498088,0.43333914126427914,0.43656930576004777,0.46024212601139175,0.5884705679574933
2007-08-24,0.023643400768524718,0.19714912841850593,0.2058834168762232,0.20347119317222873,0.21245440074450772
2007-08-31,0.118467918259325,0.23270772278960428,0.23949324881064624,0.24416429641806317,0.2681020978619074
2007-09-07,0.13074431596491404,0.19586020049832398,0.22041051802836084,0.22760200863101918,0.2387949830056671
2007-09-14,0.06168080166675884,0.18950927054612782,0.1993726261542398,0.2002020668695842,0.21234536851538224
2007-09-21,0.1320230539475143,0.2356476251510214,0.21174297043582432,0.19894041556270833,0.21403546951425284
2007-09-28,0.08360402368537408,0.14665827942396767,0.16074675546031875,0.16618827085196877,0.18956324010003783
2007-10-05,0.1414486362402735,0.20198956097666967,0.1905380807811771,0.1970297771242997,0.2142436057891383
2007-10-12,0.1185831804072983,0.16318398213713642,0.15597688103995322,0.15929803116052946,0.17279825322697237
2007-10-19,0.09654963710808978,0.3291523528423066,0.32313058437769926,0.3203256285664997,0.3962438781527348
2007-10-26,0.11178041077694238,0.3660470198476971,0.2909032104994549,0.2672914955144884,0.3953268076196463
2007-11-02,0.12456166707076062,0.38657798297756896,0.30305692399409645,0.24391269262928167,0.4327113499654054
2007-11-09,0.18766917527503205,0.5550414791714445,0.47576904944289566,0.4459089911613473,0.633926450075986
2007-11-16,0.10903960985688552,0.46390402414847576,0.44582218030538623,0.45130535280357026,0.472402436899889
2007-11-23,0.2544987769147449,0.30420651927767633,0.2967366196379846,0.3134986476887235,0.3998966419179465
2007-11-30,0.18831701156331782,0.4452446014985943,0.4555067979266753,0.45513615394239737,0.5660551041797989
2007-12-07,0.0936282220310679,0.30619474133086433,0.25902572791268774,0.23138817199907508,0.3760108667321564
2007-12-14,0.1394791259095796,0.5675202722938534,0.4885088981254929,0.44978975144197936,0.9169080487230342
2007-12-21,0.11461491526117491,0.2571797805113966,0.2508788253490726,0.2640093302096775,0.40425085642301156
2007-12-28,0.09067469697041183,0.19299500811720327,0.15075254220160988,0.13266861000996324,0.16360508133734947
2008-01-04,0.12290807172085716,0.3329002584186561,0.30169658344856026,0.29367462897352586,0.3603482718973278
2008-01-11,0.14616407226469819,0.3669855785403228,0.3707368964983729,0.39032226693962263,0.39725453428937146
2008-01-18,0.13025620347328484,0.46873446423785314,0.44452767230730816,0.4441698498573936,0.46510123560352334
2008-01-25,0.29572764526667317,1.3393774297616357,1.508694842119086,1.7919582381823589,1.7446963115352674
2008-02-01,0.178556897856234,0.36895672465859897,0.27844819950124194,0.24561586910668684,0.35717473122990934
2008-02-08,0.13954078694734032,0.26781937858964094,0.28230430846570936,0.2777837020243336,0.3272623809710022
2008-02-15,0.12090823521125575,0.2509558390082156,0.26843444842509306,0.27106494947035736,0.34934393930673024
2008-02-22,0.1532872186534504,0.4222190030321588,0.3972328903520545,0.42968250903661315,0.5444747697696795
2008-02-29,0.18326940226954067,0.2555839317628175,0.2316368198640225,0.2235186857613008,0.2625809674680426
2008-03-07,0.1444266900291735,0.3348213731333601,0.2943182517369617,0.2638924418670278,0.307557308355387
2008-03-14,0.21868042984852545,0.6565378546551535,0.6961171929164837,0.6788485055592529,0.6812202781201125
2008-03-20,0.3059098883227099,0.6161057275665524,0.6670735503435604,0.6586728754638345,0.6830494134964421
2008-03-28,0.13619285810501006,0.2764743277349675,0.3017200234135914,0.3085883324547692,0.33807410626859385
2008-04-04,0.1567338496373485,0.34341269747920744,0.3384189512925547,0.3448100768364062,0.35099877837019194
