trade_date,h.1,h.2,h.3,h.4,h.5
2004-12-30,0.46394733592806464,0.479095012610369,0.49414686569790206,0.5091035013668788,0.5239655219588674
2004-12-31,0.4540808170283028,0.46904008220535576,0.4839085019212379,0.4986866278673402,0.5133750083847115
2005-01-03,0.505424185582197,0.5204690456246871,0.535417557135748,0.5502703371393656,0.5650279987080528
2005-01-04,0.621101967613452,0.6363497696756415,0.6514874493368177,0.6665158019209988,0.6814356170082284
2005-01-05,0.6305663474208408,0.6457072237829246,0.6607392818827656,0.6756633038028481,0.690480066004789
2005-01-06,0.5995995750753765,0.6147004655817844,0.6296951855974875,0.6445844815799938,0.6593690947386601
2005-01-07,0.5870485088806364,0.6021343276174262,0.6171149919557816,0.6319912348653677,0.646763784206748
2005-01-10,0.5604136359339719,0.5752610105814046,0.5900092292154586,0.6046589540350226,0.6192108428165868
2005-01-11,0.5489355195937085,0.5634050004837216,0.5777828010956686,0.5920695023262281,0.606265681391451
2005-01-12,0.5175711683128305,0.531723100459151,0.5457914168770861,0.5597766116044789,0.5736791757601833
2005-01-13,0.5741297429014783,0.5883208175046764,0.602423756076169,0.6164391059994566,0.6303674112584225
2005-01-14,0.5724756323473849,0.5865946351732265,0.6006267848583423,0.6145726156804109,0.6284326586304979
2005-01-18,0.5492278072790152,0.5631946444556496,0.5770784002067839,0.5908795687404608,0.6045986413249371
2005-01-19,0.5769131027590432,0.5907760916279134,0.6045557161202344,0.6182524775434327,0.6318668741903486
2005-01-20,0.6198935222679566,0.6337223847189049,0.6474682858665828,0.6611317234075913,0.6747131920527795
2005-01-21,0.62177676194255,0.6355101444449572,0.649161937048458,0.6627326244778899,0.6762226885783449
2005-01-24,0.596432178503828,0.6102343596628247,0.6239557872741365,0.6375969338091348,0.6511582689748648
2005-01-25,0.6272650749661546,0.6409352110529841,0.6545249973695815,0.6680349061925599,0.6814654070226047
2005-01-26,0.5914689315605671,0.604993724063791,0.6184422861464762,0.6318150474697072,0.6451124352728497
2005-01-27,0.5607778407635394,0.574143099232455,0.5874360403589803,0.6006570554410484,0.6138065336593395
2005-01-28,0.5357604769517663,0.5494284956935893,0.5630231316902942,0.5765447789292892,0.589993829282689
2005-01-31,0.6421266886773782,0.6566100721491108,0.6710028055501995,0.6853054562505081,0.6995185880687882
2005-02-01,0.6065812042506901,0.6207611661353782,0.6348570538838852,0.6488693659785365,0.6627985979461156
2005-02-02,0.5717642268804278,0.5858567775506266,0.5998686246446269,0.61380023032626,0.6276520541126912
2005-02-03,0.5472045241833267,0.5609407737364528,0.5746027759808304,0.5881909322387299,0.6017056416631905
2005-02-04,0.5639449239132989,0.5775129157980762,0.59100811862529,0.6044309228909656,0.6177817169962095
2005-02-07,0.5308046367531346,0.5440020092800596,0.5571332842259129,0.5701987926331211,0.5831988638861211
2005-02-08,0.5208189527537384,0.5338586821761259,0.5468350491888551,0.5597483616813634,0.5725989260469979
2005-02-09,0.5916214549235826,0.6048205315460045,0.6179504790700168,0.6310116595536925,0.6440044331588548
2005-02-10,0.5680025047291685,0.5808551267012262,0.5936442347704899,0.6063701428041112,0.6190331631182017
2005-02-11,0.5622933063484988,0.5748788921591474,0.5874045975624138,0.599870707460665,0.6122775054007435
2005-02-14,0.5301126920770626,0.5423962451497808,0.5546249268162242,0.5667989821904255,0.5789186552914769
2005-02-15,0.5074864445339133,0.5198178375963848,0.5320953351772231,0.5443191728315618,0.5564895850850194
2005-02-16,0.48143966053906656,0.49341337299576615,0.5053384544872584,0.5172151025271203,0.529043513826732
2005-02-17,0.5330970190534149,0.54543082850449,0.5577098906723683,0.5699344485691566,0.5821047441282801
2005-02-18,0.5012670980864512,0.5132647576623054,0.5252128796897808,0.537111668706161,0.5489613284042085
2005-02-22,0.6960809016303418,0.7084362962418016,0.72072808438727,0.7329565935174389,0.7451221493972606
2005-02-23,0.6513826607752908,0.6635008905839292,0.6755600145389361,0.6875603209251507,0.6995020966213226
2005-02-24,0.762599734157466,0.7746334425932118,0.7866047642334218,0.798514022512246,0.8103615391870427
2005-02-25,0.7598149474003427,0.7717515166357211,0.7836268571508271,0.795441283018835,0.8071951067018778
2005-02-28,0.744998795164235,0.756957075322499,0.768854387446316,0.780691042374801,0.7924673493622888
2005-03-01,0.7032209352481331,0.7150837215397917,0.7268880630367275,0.7386342476809081,0.7503225619956883
2005-03-02,0.6639723272257629,0.6757629150404386,0.6874971582759544,0.699175326190438,0.7107976867552931
2005-03-03,0.6291829779371331,0.6411655881771495,0.653091801366055,0.6649618829407877,0.6767760970889872
2005-03-04,0.7310055431479833,0.7428431865069021,0.7546222322955621,0.7663429705780529,0.7780056899826162
2005-03-07,0.6983074539295848,0.7100351417653368,0.7217065034533026,0.7333218095186673,0.7448813291873286
2005-03-08,0.6562735969901845,0.6679226557773639,0.6795175550158568,0.6910585465076986,0.7025458808842309
2005-03-09,0.7187850882391159,0.7303820036701512,0.7419231385279446,0.7534087611142155,0.7648391384401658
2005-03-10,0.6786988889461837,0.6903951908372001,0.7020360732600515,0.7136217988035013,0.7251526288121141
2005-03-11,0.6570787665225676,0.6698810886895127,0.6826157548068043,0.6952831224143474,0.707883547162567
2005-03-14,0.6347906740287079,0.6472970795232381,0.6597407651508342,0.6721220454528494,0.684441233393206
2005-03-15,0.6233616980642702,0.6355746343910358,0.6477291525902372,0.6598255320932523,0.6718640509948556
2005-03-16,0.6996761432989607,0.7115936352764478,0.7234535028382201,0.7352560246144869,0.7470014778882027
2005-03-17,0.6552897209318359,0.6669696037611016,0.6785961506741284,0.6901696052281507,0.7016902098682049
2005-03-18,0.6206338741591249,0.6321270685321295,0.6435701104516383,0.6549632187661721,0.6663066113692706
2005-03-21,0.5888391207513632,0.6001759012994816,0.6114651776989902,0.6227071490050022,0.6339020134385365
