trade_date,h.1,h.2,h.3,h.4,h.5
2004-12-30,0.4629505673929607,0.46813456482611926,0.47331641755728804,0.47849612647376427,0.48367369246247816
2004-12-31,0.44966088977884006,0.45470115886819473,0.45973956903208246,0.4647761209561024,0.4698108153256007
2005-01-03,0.4596044910550684,0.4646877502736118,0.46976913095766437,0.4748486338014445,0.47992625949891393
2005-01-04,0.5352987971903438,0.5408386594376073,0.5463745066252654,0.5519063416632648,0.557434167459443
2005-01-05,0.5188613520865709,0.5243110636769236,0.5297575111287837,0.5352006963972271,0.540640621436159
2005-01-06,0.5121467362684545,0.5175074950235261,0.5228651330667369,0.5282196522147778,0.5335710542832826
2005-01-07,0.48438107833064875,0.48953428458890946,0.4946848888228401,0.49983289234628886,0.5049782964724404
2005-01-10,0.46437112881287124,0.4693640714668214,0.47435480608010583,0.47934333362919157,0.48432965509011366
2005-01-11,0.47043908852102295,0.47543512854131964,0.48042897299693094,0.485420622852722,0.4904100790731337
2005-01-12,0.46330339696069994,0.46828423634931216,0.47326380593355305,0.4782421060371438,0.4832191369837231
2005-01-13,0.47749390972088607,0.4825137872258485,0.48753199351541426,0.4925485291459637,0.4975633946736918
2005-01-14,0.5021859082749229,0.5073238331397751,0.5124593998621962,0.517592609524498,0.5227234632084953
2005-01-18,0.5144978125865624,0.5196776030351371,0.5248546536543007,0.5300289658932751,0.5352005412005154
2005-01-19,0.5609885464725597,0.5664752580564424,0.5719589491150041,0.5774396213110938,0.5829172763066452
2005-01-20,0.7543466228028568,0.7606492553411763,0.76694500663175,0.7732338841875607,0.7795158955133884
2005-01-21,0.7251590683744741,0.7314636644615773,0.7377621142966598,0.7440544238716065,0.7503405991724607
2005-01-24,0.7526317877938361,0.7589797761795387,0.7653213507520055,0.7716565179915569,0.7779852843719661
2005-01-25,0.712541876562805,0.7186913647794113,0.724834711944722,0.7309719241913631,0.7371030076458363
2005-01-26,0.6883912778571185,0.694459738678572,0.7005224627747776,0.7065794555688593,0.7126307224788146
2005-01-27,0.65466021966408,0.6605693702487189,0.6664731437593098,0.6723715450887597,0.6782645791255237
2005-01-28,0.6359926620767588,0.6417828393057227,0.6475677431767198,0.653347378492419,0.6591217500511151
2005-01-31,0.668313260457189,0.6741769241316269,0.6800346599069095,0.6858864737758752,0.6917323717253038
2005-02-01,0.6325171827074425,0.638286813182563,0.6440514452297799,0.6498110831794022,0.655565731357987
2005-02-02,0.6018380017502462,0.6074525641407045,0.6130623596863598,0.6186673924343323,0.6242676664283063
2005-02-03,0.5734844879572916,0.578965131788928,0.5844413524807873,0.5899131536025535,0.5953805387210294
2005-02-04,0.5900407711674486,0.5955709690599029,0.6010962962757409,0.6066167571047714,0.6121323558330246
2005-02-07,0.5612596623226896,0.566686917193282,0.5721095019972166,0.5775274207530113,0.5829406774757268
2005-02-08,0.5363095514211011,0.5416237071685395,0.5469335780525714,0.5522391675281305,0.5575404790473645
2005-02-09,0.5938027245587922,0.5993302394337162,0.6048524618267196,0.610369396805245,0.6158810494318832
2005-02-10,0.5706343599954544,0.5761047162965116,0.5815698982713854,0.5870299108143916,0.5924847588152166
2005-02-11,0.5523328294913764,0.5576353069370052,0.5629334794853945,0.5682273506315407,0.5735169238676029
2005-02-14,0.5249819939745403,0.5301424131881015,0.5352990678493799,0.5404519607046354,0.545601094498125
2005-02-15,0.5315718372038587,0.5366609727250209,0.5417471915134597,0.5468304952408403,0.5519108855778694
2005-02-16,0.5061805682189071,0.5111552334510764,0.5161272677496211,0.5210966725059539,0.5260634491107515
2005-02-17,0.4991489063771963,0.5041535716071726,0.509156821563211,0.5141586566455382,0.5191590772542676
2005-02-18,0.4769893860658092,0.48190173054443014,0.48681325215228743,0.4917239510272208,0.4966338273070469
2005-02-22,0.7144096864161329,0.7204439798327699,0.7264722017277582,0.7324943582100772,0.73851045538256
2005-02-23,0.6960887840560653,0.7019963620104565,0.7078980355980341,0.7137938107199556,0.7196836932714805
2005-02-24,0.6581942990194398,0.6639323315837945,0.6696647887319933,0.6753916758814444,0.6811129984442925
2005-02-25,0.6341672609733279,0.639788992963158,0.6454053357854159,0.6510162946063255,0.6566218745871584
2005-02-28,0.6155276852406459,0.6212008442136618,0.6268693288475538,0.632533142993694,0.6381922905002813
2005-03-01,0.655168393014746,0.6609010045019711,0.6666283768774266,0.6723505149292083,0.6780674234410359
2005-03-02,0.6204380876487424,0.6260362637226078,0.6316296394983588,0.6372182190921329,0.6428020066165381
2005-03-03,0.5893927045963667,0.5948528106722674,0.6003085405035046,0.605759897597614,0.6112068854593201
2005-03-04,0.5978536083141786,0.6032973775205371,0.6087366235414292,0.6141713501351344,0.6196015610568095
2005-03-07,0.5661193614432909,0.5714096754005138,0.5766957735444096,0.5819776592345297,0.5872553358277485
2005-03-08,0.5566842301848247,0.561913334919641,0.5671382296539462,0.5723589177772507,0.5775754026763357
2005-03-09,0.6112969496835656,0.6167079751055147,0.6221138111474475,0.6275144627861774,0.6329099349937453
2005-03-10,0.5800048113421324,0.585285414290855,0.5905615470892592,0.5958332135214287,0.6011004173682439
2005-03-11,0.5535129980103287,0.5589163918874973,0.5643164855234809,0.5697132809339741,0.5751067801334404
2005-03-14,0.5239792433359444,0.5291605018032335,0.5343388915726007,0.5395144142323528,0.544687071369917
2005-03-15,0.4958940739225378,0.50087106319776,0.5058455755840034,0.510817612313937,0.5157871746196158
2005-03-16,0.4945149663493866,0.4994274997376862,0.5043374964773394,0.5092449578781766,0.514149885249352
2005-03-17,0.4680118932135102,0.47276314306792305,0.47751230473413736,0.48225937912991795,0.48700436717262624
2005-03-18,0.4788357622040535,0.48361312722638106,0.488388088241887,0.49316064646028607,0.49793080309068427
2005-03-21,0.46997148530554456,0.474694804406955,0.4794157324242411,0.4841342705678406,0.4888504200475783
2005-03-22,0.4940442194559521,0.49888885416455475,0.503730499084824,0.5085691560618598,0.5134048269396231
2005-03-23,0.47616776170507447,0.48094310981314803,0.4857156087989849,0.4904852603624606,0.4952520662024365
2005-03-24,0.4508691687714907,0.455478145987649,0.46008487487772326,0.4646893565384796,0.4692915920661491
2005-03-28,0.4550927071532056,0.4597030925437845,0.46431119357480344,0.4689170113781198,0.4735205470850301
2005-03-29,0.5402009194042949,0.545250675958304,0.5502963310746443,0.5553378880845242,0.5603753503164464
2005-03-30,0.6686945105999635,0.6741266429376886,0.6795537001052406,0.6849756868442846,0.6903926078920555
2005-03-31,0.6402299297687836,0.6455791445971839,0.6509234115130296,0.656262735093037,0.6615971199096892
2005-04-01,0.6480611679294509,0.6534520313646741,0.6588389109818704,0.6642218097250592,0.6696007305360839
2005-04-04,0.6165158965695071,0.6217772124743874,0.6270347400645053,0.6322884820675677,0.6375384412093178
2005-04-05,0.6046141667040672,0.6099123711715138,0.6152074444528581,0.6204993883986003,0.6257882048581463
2005-04-06,0.5848871420480253,0.5900541514355737,0.595218142595287,0.6003791172902159,0.6055370772823808
2005-04-07,0.5648729764771586,0.5699634352349616,0.5750512250659717,0.5801363473695069,0.5852188035441513
2005-04-08,0.5763526211991095,0.5814329799241671,0.5865104168889308,0.5915849337737312,0.5966565322579329
2005-04-11,0.5665528280281715,0.5715738139693948,0.5765920447504753,0.5816075218832492,0.5866202468787228
2005-04-12,0.5874857911984736,0.5925515169172196,0.5976141090355358,0.6026735694918316,0.6077299002233177
2005-04-13,0.7053272736557988,0.7107466486735263,0.7161614836638341,0.7215717824300849,0.7269775487724552
2005-04-14,0.7922701320835527,0.7979269640346429,0.8035790853502047,0.8092264999529437,0.8148692117622991
2005-04-15,1.0189272727689622,1.0249892095112847,1.0310452723160912,1.0370954668751502,1.0431397988747155
2005-04-18,0.9601610295558326,0.9661104486650683,0.9720539475382242,0.977991532066496,0.9839232081352179
2005-04-19,0.9057347143268515,0.911584869916859,0.917429024330655,0.9232671837243347,0.9290993542476786
2005-04-20,1.0353272474607411,1.041402910496466,1.0474727083102668,1.0535366465642135,1.05959473091491
2005-04-21,1.372630877319815,1.379032048286495,1.3854268277476918,1.3918152220852595,1.398197237674681
2005-04-22,1.4489424802962034,1.4553631519092616,1.4617772709326458,1.4681848440535736,1.474585877952439
2005-04-25,1.4083176686501022,1.4147883944372173,1.4212529379343808,1.4277113050483041,1.4341635016800554
2005-04-26,1.3558197511202612,1.362235603595163,1.3686451800699904,1.3750484866839394,1.381445529570201
2005-04-27,1.2732677877370344,1.279648849784774,1.286023655343949,1.292392210548907,1.2987545215279799
2005-04-28,1.3427900338659373,1.3491646124978582,1.35553281003901,1.3618946328770019,1.3682500873930497
2005-04-29,1.263605658940015,1.2699135907587347,1.2762149343494005,1.2825096965929919,1.2887978843633014
2005-05-02,1.2039200557305436,1.2101761236068755,1.2164253075949538,1.2226676152694913,1.228903054196866
2005-05-03,1.1416721364368598,1.1478959059028129,1.1541124417310304,1.1603217523288798,1.1665238460939562
2005-05-04,1.3604112067088567,1.366692728696048,1.3729668713400442,1.3792336433098757,1.3854930532643892
2005-05-05,1.3032151138567183,1.309486760336637,1.3157514240294725,1.322009112709789,1.3282598341434944
2005-05-06,1.2268480952481946,1.2330996580941567,1.2393438096084426,1.2455805585773088,1.2518099137765961
2005-05-09,1.172451286880199,1.178705192798983,1.1849522347975185,1.1911924204092423,1.197425757159322
2005-05-10,1.204373670518084,1.2106228198234517,1.2168650541326076,1.2231003810973404,1.2293288083609726
2005-05-11,1.1351235428189073,1.1413577468625113,1.1475847355713567,1.1538045172963178,1.1600171003786044
2005-05-12,1.0890387415572782,1.0952680542805493,1.1014905860772641,1.107706344328809,1.1139153364085357
2005-05-13,1.0284902376454346,1.034749825157929,1.0410030804517463,1.0472500099325788,1.0534906199996392
2005-05-16,1.0608769900125874,1.067118580767263,1.0733536211464556,1.0795821180246021,1.0858040782689247
2005-05-17,1.0427029739151052,1.0489712181782282,1.0552332206771204,1.061488987627178,1.0677385252376077
2005-05-18,1.215251284223638,1.2215182269580571,1.2277788592171293,1.234033187355165,1.2402812177200762
2005-05-19,1.1807419353972246,1.186981686496077,1.193214859040763,1.199441459967036,1.2056614962033372
2005-05-20,1.1194979295036396,1.1257478572955404,1.1319914376876883,1.1382286771264751,1.1444595820517458
